transaction_id,timestamp,customer_id,product_id,product_category,quantity,price,discount,payment_method,customer_age,customer_gender,customer_location,total_amount
20474.0,,4461.0,,Beauty & Personal Care,8.0,,0.14,Gift Card,,Male,,3228.92
,12/31/2023 15:00,4048.0,888.0,Sports & Outdoors,3.0,394.08,0.45,PayPal,,Male,Asia,650.23
582947.0,2/9/2024 19:46,3331.0,,Beauty & Personal Care,8.0,,0.1,Debit Card,62.0,,North America,
881795.0,9/4/2024 8:34,2767.0,761.0,,,289.15,0.42,Credit Card,24.0,Male,Africa,1173.95
974159.0,11/7/2024 11:58,4478.0,575.0,Beauty & Personal Care,2.0,,0.46,Gift Card,49.0,Other,,14.63
422759.0,10/21/2023 13:58,4662.0,304.0,Electronics,,,,,34.0,Female,Africa,26.5
673533.0,4/12/2024 17:32,3648.0,769.0,Sports & Outdoors,4.0,366.12,,Credit Card,54.0,,Asia,1449.84
,7/28/2024 1:40,3285.0,519.0,,7.0,355.3,0.36,Gift Card,63.0,Other,Europe,1591.74
733811.0,5/24/2024 14:10,3276.0,219.0,Home & Kitchen,4.0,226.65,0.14,Gift Card,64.0,Female,South America,779.68
837316.0,,,,Sports & Outdoors,9.0,31.16,0.08,PayPal,51.0,Other,,258.0
570267.0,,3754.0,880.0,Books,9.0,71.35,0.11,Gift Card,,Male,,571.51
6299.0,1/5/2023 8:58,1706.0,351.0,Clothing,3.0,,0.26,PayPal,67.0,Female,South America,
996136.0,11/22/2024 18:15,1542.0,163.0,Sports & Outdoors,2.0,348.16,0.14,Debit Card,31.0,,Africa,598.84
711525.0,5/9/2024 2:44,,627.0,,,120.59,0.37,Gift Card,30.0,Male,Africa,683.75
959376.0,10/28/2024 5:35,2569.0,736.0,Sports & Outdoors,2.0,135.5,,,28.0,Other,Australia,143.63
55071.0,2/8/2023 5:50,,824.0,Electronics,8.0,434.93,0.4,Credit Card,,,Africa,2087.66
21220.0,1/15/2023 17:39,4185.0,123.0,,5.0,356.72,0.48,PayPal,46.0,Other,Australia,927.47
430194.0,10/26/2023 17:53,4642.0,,,1.0,334.02,0.4,Debit Card,64.0,Male,South America,200.41
992620.0,11/20/2024 7:39,4019.0,836.0,Sports & Outdoors,5.0,485.13,0.24,Credit Card,68.0,Female,Europe,1843.49
,3/27/2023 19:11,1831.0,,Sports & Outdoors,2.0,222.96,0.26,Gift Card,47.0,Female,South America,329.98
432317.0,10/28/2023 5:16,1781.0,627.0,Beauty & Personal Care,6.0,333.89,0.01,,63.0,Other,Europe,
274637.0,7/10/2023 17:16,1242.0,199.0,Books,7.0,29.1,0.36,Gift Card,39.0,Male,Australia,130.37
,3/21/2023 22:58,2077.0,653.0,Sports & Outdoors,2.0,,0.18,Debit Card,38.0,Female,Asia,719.44
431447.0,10/27/2023 14:46,1268.0,,Sports & Outdoors,3.0,182.33,0.07,Debit Card,59.0,Other,South America,508.7
92661.0,,,994.0,Sports & Outdoors,2.0,9.78,0.05,Gift Card,24.0,Female,Asia,18.58
450103.0,11/9/2023 13:42,3058.0,954.0,Electronics,3.0,76.87,0.48,,29.0,Female,Asia,119.92
348667.0,8/31/2023 3:06,2325.0,192.0,Beauty & Personal Care,4.0,8.82,0.42,Credit Card,39.0,Female,Asia,20.46
344475.0,8/28/2023 5:14,3755.0,373.0,Sports & Outdoors,,279.13,,Gift Card,29.0,,South America,2009.74
483616.0,12/2/2023 20:15,1413.0,442.0,Books,,117.02,0.07,Gift Card,25.0,Female,Africa,979.46
,,,408.0,Books,4.0,36.41,0.24,Gift Card,50.0,Male,Australia,110.69
481189.0,12/1/2023 3:48,2995.0,861.0,Books,5.0,244.47,0.04,Gift Card,48.0,Other,Australia,1173.46
441452.0,11/3/2023 13:31,2275.0,201.0,Home & Kitchen,4.0,335.78,0.07,Gift Card,60.0,Male,North America,
531788.0,1/5/2024 7:07,2619.0,949.0,,8.0,331.99,0.33,Gift Card,,Other,Africa,1779.47
556419.0,1/22/2024 9:38,,318.0,Home & Kitchen,7.0,298.42,0.12,Debit Card,22.0,Other,Australia,1838.27
973424.0,11/6/2024 23:43,,939.0,,3.0,57.3,0.5,Debit Card,27.0,Male,Europe,85.95
386543.0,9/26/2023 10:22,1377.0,333.0,Sports & Outdoors,3.0,215.79,0.01,Debit Card,36.0,Male,,
,1/18/2023 21:28,1088.0,996.0,Books,5.0,44.48,,Gift Card,49.0,Female,,
470129.0,11/23/2023 11:28,,,,1.0,284.5,0.07,,,,,
931865.0,10/9/2024 3:04,1478.0,928.0,Clothing,9.0,196.73,0.4,PayPal,58.0,Male,Africa,1062.34
488470.0,12/6/2023 5:09,1873.0,205.0,Home & Kitchen,9.0,28.24,,PayPal,42.0,,Australia,223.66
200615.0,5/20/2023 7:34,4901.0,433.0,,3.0,21.32,0.08,Credit Card,,Other,,58.84
694207.0,4/27/2024 2:06,1933.0,149.0,Clothing,5.0,395.06,,Gift Card,62.0,Other,Europe,1422.22
969440.0,11/4/2024 5:19,3947.0,991.0,,1.0,260.03,0.15,Gift Card,28.0,Other,Africa,221.03
802842.0,7/11/2024 12:41,3712.0,834.0,Books,8.0,186.85,0.43,Debit Card,57.0,Other,Asia,852.04
,3/10/2023 11:25,2750.0,857.0,Sports & Outdoors,7.0,235.31,0.41,PayPal,48.0,Female,,971.83
303098.0,7/30/2023 11:37,,424.0,Sports & Outdoors,8.0,121.87,0.32,PayPal,,Other,Africa,662.97
765404.0,6/15/2024 12:43,3324.0,130.0,Beauty & Personal Care,2.0,133.72,,Debit Card,20.0,Female,Europe,155.12
,5/20/2024 12:12,2412.0,480.0,Beauty & Personal Care,,,,,30.0,Male,South America,612.83
519049.0,12/27/2023 10:48,1790.0,522.0,Clothing,9.0,475.98,0.12,PayPal,50.0,Male,Asia,3769.76
538357.0,1/9/2024 20:36,2180.0,300.0,Sports & Outdoors,3.0,416.42,0.36,Credit Card,,Female,,799.53
442080.0,11/3/2023 23:59,4515.0,269.0,Electronics,9.0,146.49,0.39,Gift Card,41.0,Female,,804.23
421034.0,10/20/2023 9:13,3388.0,341.0,Sports & Outdoors,4.0,23.28,0.26,PayPal,40.0,Male,Australia,
185499.0,5/9/2023 19:38,,772.0,,,166.7,0.15,Debit Card,,Female,Australia,141.7
62037.0,2/13/2023 1:56,4220.0,672.0,,,166.93,0.21,Credit Card,62.0,,North America,923.12
26707.0,1/19/2023 13:06,,,Beauty & Personal Care,3.0,499.04,0.14,Debit Card,49.0,,Asia,1287.52
178229.0,5/4/2023 18:28,,344.0,Beauty & Personal Care,,260.68,0.44,PayPal,49.0,Female,,
265705.0,7/4/2023 12:24,3997.0,,Beauty & Personal Care,4.0,116.54,0.5,Gift Card,69.0,Female,North America,233.08
,5/18/2023 20:13,,954.0,Beauty & Personal Care,4.0,257.77,0.49,,,Female,North America,
373299.0,9/17/2023 5:38,4267.0,970.0,Books,4.0,,0.21,Credit Card,31.0,Male,Australia,743.64
836406.0,8/3/2024 20:05,4569.0,568.0,,8.0,296.36,0.5,Gift Card,30.0,Male,Africa,1185.44
160614.0,4/22/2023 12:53,,203.0,Books,,,0.25,,18.0,,Europe,250.49
71973.0,2/19/2023 23:32,3062.0,601.0,Clothing,,410.81,,PayPal,,Female,South America,299.89
,7/11/2024 16:08,3235.0,413.0,Clothing,,482.23,0.26,PayPal,37.0,,Africa,
45679.0,2/1/2023 17:18,4696.0,809.0,Clothing,9.0,480.02,0.31,PayPal,,Female,Africa,2980.92
599915.0,2/21/2024 14:34,4852.0,182.0,Sports & Outdoors,5.0,413.87,0.31,Gift Card,67.0,Female,,1427.85
352278.0,9/2/2023 15:17,,275.0,,4.0,266.23,,Debit Card,30.0,Other,,628.3
458904.0,,,212.0,Clothing,8.0,228.57,0.15,Credit Card,53.0,Female,Australia,1554.28
777380.0,6/23/2024 20:19,1192.0,,Sports & Outdoors,3.0,294.03,0.42,Gift Card,41.0,Female,Africa,511.61
841963.0,8/7/2024 16:42,2501.0,561.0,Home & Kitchen,1.0,52.24,0.08,PayPal,26.0,,,
488709.0,,4806.0,,,1.0,371.5,0.04,Gift Card,65.0,Male,Asia,
360636.0,9/8/2023 10:35,3514.0,812.0,Home & Kitchen,6.0,295.94,0.24,Gift Card,51.0,Male,Australia,1349.49
384369.0,9/24/2023 22:08,1909.0,523.0,Home & Kitchen,7.0,92.23,0.02,Credit Card,26.0,Female,,632.7
194703.0,5/16/2023 5:02,3526.0,,Books,,,0.0,Debit Card,,,Australia,
186263.0,5/10/2023 8:22,3831.0,592.0,,2.0,408.38,0.33,Debit Card,68.0,Male,Africa,547.23
743972.0,,4624.0,766.0,Books,5.0,204.92,0.15,Credit Card,25.0,Female,Africa,870.91
768295.0,6/17/2024 12:54,,,,3.0,,0.26,Gift Card,47.0,,,498.19
394961.0,10/2/2023 6:40,1648.0,993.0,Clothing,2.0,430.03,0.43,Debit Card,19.0,Female,Australia,490.23
573358.0,2/3/2024 3:57,3548.0,627.0,Electronics,3.0,411.55,0.02,Credit Card,58.0,Female,Africa,1209.96
928830.0,10/7/2024 0:29,4202.0,139.0,Electronics,5.0,66.85,0.12,Gift Card,65.0,Other,Africa,
852652.0,8/15/2024 2:51,4509.0,618.0,Home & Kitchen,1.0,476.07,0.42,,,Female,Africa,276.12
736363.0,5/26/2024 8:42,3414.0,980.0,,4.0,104.74,0.02,,56.0,Female,,410.58
723093.0,5/17/2024 3:32,1935.0,375.0,Electronics,7.0,,0.11,PayPal,41.0,Other,Asia,
496376.0,12/11/2023 16:55,1830.0,479.0,Electronics,,63.49,0.48,Credit Card,26.0,Male,North America,231.1
,5/12/2023 7:20,2633.0,679.0,,7.0,,0.01,PayPal,47.0,Female,,865.76
829339.0,,1387.0,151.0,Electronics,5.0,499.87,0.22,PayPal,36.0,Female,Africa,1949.49
414039.0,10/15/2023 12:38,1785.0,135.0,Electronics,8.0,308.16,0.46,Credit Card,54.0,Male,South America,1331.25
773850.0,6/21/2024 9:29,3004.0,438.0,,1.0,22.2,0.22,,54.0,Female,Australia,
199528.0,5/19/2023 13:27,1440.0,,,1.0,164.86,0.29,Debit Card,50.0,Other,South America,117.05
532187.0,,2601.0,550.0,Clothing,2.0,127.47,0.3,PayPal,45.0,Female,North America,178.46
920814.0,10/1/2024 10:53,1544.0,,Home & Kitchen,2.0,180.09,0.19,Debit Card,33.0,,,291.75
935026.0,10/11/2024 7:45,4720.0,161.0,Clothing,9.0,99.29,0.4,PayPal,34.0,Female,South America,
514450.0,12/24/2023 6:09,3745.0,693.0,Home & Kitchen,5.0,466.08,,,42.0,Male,North America,
941566.0,10/15/2024 20:45,3401.0,390.0,Clothing,,469.48,0.01,Gift Card,49.0,Female,Europe,2323.93
158993.0,4/21/2023 9:52,1021.0,748.0,Sports & Outdoors,4.0,186.93,,Debit Card,52.0,Other,Asia,441.15
995279.0,11/22/2024 3:58,1284.0,340.0,Books,8.0,253.73,,,67.0,Other,Australia,
